Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.1.2-140.82.113.22-59271-443-6,192.168.1.2,59271,140.82.113.22,443,6,14/07/2025 21:29:01,317916,1,1,0.0,610.0,0.0,0.0,0.0,0.0,610.0,610.0,610.0,0.0,1918.7458322324137,6.290969941745619,317916.0,0.0,317916.0,317916.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,3.1454849708728094,3.1454849708728094,0.0,610.0,203.33333333333334,352.18366420567173,124033.33333333334,1,0,0,1,2,0,0,0,1.0,305.0,0.0,610.0,0,0,0,0,0,0,0,0,0,305,254,80,0,32,0,0,0,0,0,0,0,0,No Label
192.168.1.2-140.82.113.22-59271-443-6,192.168.1.2,59271,140.82.113.22,443,6,14/07/2025 21:29:01,826,3,0,24.0,0.0,24.0,0.0,8.0,13.856406460551018,0,0,0,0,29055.690072639223,3631.961259079903,413.0,233.3452377915607,578.0,248.0,826.0,413.0,233.3452377915607,578.0,248.0,0,0,0,0,0,0,0,0,0,72,0,3631.961259079903,0.0,0.0,24.0,6.0,12.0,144.0,1,0,0,1,3,0,0,0,0.0,8.0,8.0,0.0,0,0,0,0,0,0,1,8,0,0,252,0,1,20,0,0,0,0,0,0,0,0,No Label
192.168.1.2-192.168.1.1-58086-53-17,192.168.1.2,58086,192.168.1.1,53,17,14/07/2025 21:28:52,13493,1,1,29.0,125.0,29.0,29.0,29.0,0.0,125.0,125.0,125.0,0.0,11413.325427999704,148.22500555843772,13493.0,0.0,13493.0,13493.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,74.11250277921886,74.11250277921886,29.0,125.0,61.0,55.42562584220407,3072.0,0,0,0,0,0,0,0,0,1.0,91.5,29.0,125.0,0,0,0,0,0,0,0,14,0,62,0,0,0,8,0,0,0,0,0,0,0,0,No Label
104.18.39.21-192.168.1.2-443-56846-6,104.18.39.21,443,192.168.1.2,56846,6,14/07/2025 21:28:49,12708,2,1,24.0,28.0,24.0,0.0,12.0,16.97056274847714,28.0,28.0,28.0,0.0,4091.910607491344,236.0717658168083,6354.0,8498.009296299928,12363.0,345.0,12708.0,12708.0,0.0,12708.0,12708.0,0,0,0,0,0,1,0,0,0,40,20,157.38117721120554,78.69058860560277,0.0,28.0,19.0,12.806248474865697,164.0,0,0,0,2,3,0,0,0,0.0,25.333333333333332,12.0,28.0,0,0,0,0,0,0,0,8,0,9,16,253,0,20,0,0,0,0,1.752546529056268E15,0.0,1.752546529056268E15,1.752546529056268E15,No Label
64.233.186.157-192.168.1.2-443-59242-6,64.233.186.157,443,192.168.1.2,59242,6,14/07/2025 21:28:56,174,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11494.252873563219,174.0,0.0,174.0,174.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,5747.126436781609,5747.126436781609,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1047,252,0,20,0,0,0,0,0,0,0,0,No Label
192.168.1.2-192.168.1.1-54935-53-17,192.168.1.2,54935,192.168.1.1,53,17,14/07/2025 21:28:49,11008,1,1,50.0,170.0,50.0,50.0,50.0,0.0,170.0,170.0,170.0,0.0,19985.46511627907,181.6860465116279,11008.0,0.0,11008.0,11008.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,90.84302325581395,90.84302325581395,50.0,170.0,90.0,69.2820323027551,4800.0,0,0,0,0,0,0,0,0,1.0,135.0,50.0,170.0,0,0,0,0,0,0,0,25,0,85,0,0,0,8,0,0,0,0,0,0,0,0,No Label
192.168.1.2-192.168.1.1-53962-53-17,192.168.1.2,53962,192.168.1.1,53,17,14/07/2025 21:28:49,15979,1,1,38.0,54.0,38.0,38.0,38.0,0.0,54.0,54.0,54.0,0.0,5757.5567932911945,125.16427811502597,15979.0,0.0,15979.0,15979.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,62.58213905751298,62.58213905751298,38.0,54.0,43.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,65.0,38.0,54.0,0,0,0,0,0,0,0,19,0,27,0,0,0,8,0,0,0,0,0,0,0,0,No Label
192.168.1.2-142.250.0.101-59273-443-6,192.168.1.2,59273,142.250.0.101,443,6,14/07/2025 21:29:01,202981,7,10,1836.0,8845.0,1412.0,0.0,262.2857142857143,522.8389536258478,1412.0,0.0,884.5,645.5353075807188,52620.68863588218,83.75168119183569,12686.312499999998,22475.892346300738,57817.0,0.0,202981.0,33830.166666666664,39387.604128287196,94387.0,0.0,104416.0,11601.777777777777,23231.685661923984,58443.0,0.0,0,0,0,0,152,212,34.485986373108815,49.26569481872688,0.0,1412.0,593.3888888888888,657.8743969955225,432798.7222222223,0,2,0,6,16,0,0,0,1.0,628.2941176470588,262.2857142857143,884.5,0,0,0,0,10,102909,0,108,0,520,65535,1047,3,20,0,0,0,0,1.7525465416278755E15,41331.24515534596,1.752546541692142E15,1.752546541533478E15,No Label
192.168.1.2-192.168.1.1-50719-53-17,192.168.1.2,50719,192.168.1.1,53,17,14/07/2025 21:28:48,4205,1,1,33.0,129.0,33.0,33.0,33.0,0.0,129.0,129.0,129.0,0.0,38525.56480380499,475.62425683709864,4205.0,0.0,4205.0,4205.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,237.81212841854932,237.81212841854932,33.0,129.0,65.0,55.42562584220407,3072.0,0,0,0,0,0,0,0,0,1.0,97.5,33.0,129.0,0,0,0,0,0,0,0,16,0,64,0,0,0,8,0,0,0,0,0,0,0,0,No Label
192.168.1.2-142.251.0.119-51528-443-17,192.168.1.2,51528,142.251.0.119,443,17,14/07/2025 21:28:52,332829,65,116,7587.0,134999.0,1250.0,31.0,116.72307692307692,284.9719562788321,1250.0,24.0,1163.784482758621,297.09473839704464,428406.17854814336,543.8228039023043,1849.0500000000002,7586.327822831996,52938.0,0.0,282644.0,4416.312499999997,11291.340172225822,56454.0,40.0,284828.0,2476.765217391304,9112.584410439009,59617.0,0.0,0,0,0,0,520,928,195.2954820643634,348.5273218379408,24.0,1250.0,790.3076923076925,581.6294826421913,338292.85507862316,0,0,0,0,0,0,0,0,1.0,794.6740331491712,116.72307692307692,1163.7844827586207,0,0,0,0,181,428406,0,41,0,745,0,0,64,8,0,0,0,0,1.7525465327519742E15,62763.772839264246,1.752546532871996E15,1.75254653253969E15,No Label
