Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Fwd Header Length.1
443,632112,16,12,9980.0,6449.0,1436.0,0.0,623.7499999999999,687.640652278984,1436.0,0.0,537.4166666666666,646.666902920919,25990.64722707368,44.2959475535981,23411.55555555555,66447.73864609304,319784.0,0.0,632112.0,42140.8,87507.93732913604,319817.0,0.0,537768.0,48888.0,97485.7934696128,319803.0,0.0,0,0,0,0,332,252,25.311970030627485,18.98397752297061,0.0,1436.0,566.5172413793103,656.7293756993088,431293.4729064039,1,2,0,10,27,0,0,0,0.0,586.75,623.75,537.4166666666666,0,0,0,0,18,30527,0,356,0,230,65535,85,9,20,0,0,0,0,1752635291784753.5,159187.054561668,1752635292165064.0,1752635291533236.0,No Label,0
443,545250,47,47,61693.0,6351.0,1436.0,0.0,1312.6170212765956,380.00386457940414,1436.0,0.0,135.12765957446817,392.91893272859386,124794.13113250802,172.39798257679962,5862.903225806451,21850.904939505726,121673.0,0.0,439239.0,9548.673913043476,29044.15590790023,121764.0,0.0,423577.0,9208.19565217391,25372.236100482893,108123.0,0.0,0,0,0,0,952,952,86.19899128839981,86.19899128839981,0.0,1436.0,716.2526315789476,705.9401603297588,498351.5099664055,1,2,0,9,93,0,0,0,1.0,723.8723404255319,1312.6170212765958,135.12765957446808,0,0,0,0,53,160816,0,656,0,67,65535,170,44,20,0,0,0,0,1752635294898227.0,112743.88673620552,1752635295066683.0,1752635294521524.0,No Label,0
443,1643,3,0,24.0,0.0,24.0,0.0,8.0,13.856406460551018,0.0,0.0,0.0,0.0,14607.425441265976,1825.9281801582472,821.5,457.49808742769625,1145.0,498.0,1643.0,821.5,457.49808742769625,1145.0,498.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,1825.9281801582472,0.0,0.0,24.0,6.0,12.0,144.0,1,0,0,1,3,0,0,0,0.0,8.0,8.0,0.0,0,0,0,0,0,0,1,8,0,0,253,0,1,20,0,0,0,0,0.0,0.0,0.0,0.0,No Label,0
443,155390,2,2,70.0,72.0,70.0,0.0,35.0,49.49747468305833,72.0,0.0,36.0,50.91168824543142,913.8297187721216,25.741682218933008,51796.66666666666,40189.28699707589,94350.0,14486.0,155390.0,155390.0,0.0,155390.0,155390.0,94350.0,94350.0,0.0,94350.0,94350.0,1,0,0,0,40,40,12.870841109466504,12.870841109466504,0.0,72.0,42.4,38.714338429062686,1498.7999999999995,0,0,0,2,4,0,0,0,1.0,53.0,35.0,36.0,0,0,0,0,0,0,0,17,0,18,253,1030,0,20,0,0,0,0,1752635292129287.0,23553.7268813239,1752635292145942.0,1752635292112632.0,No Label,0
50714,1389862,18,11,4622.0,35.0,870.0,0.0,256.77777777777777,163.82255664394776,35.0,0.0,3.1818181818181817,10.552897060221728,3350.692370897255,20.86538087954056,49637.928571428565,116844.83529400689,606863.0,0.0,1389832.0,81754.82352941178,150215.41059185442,607010.0,0.0,1381666.0,138166.6,176982.8635918053,607586.0,720.0,1,0,0,0,360,220,12.950926063163106,7.914454816377454,0.0,870.0,184.23333333333332,218.37466749213115,47687.49540229884,0,0,0,18,29,0,0,0,0.0,190.5862068965517,256.77777777777777,3.1818181818181817,0,0,0,0,18,3350,0,159,0,1,2284,1022,16,20,0,0,0,0,1752635291480549.2,533490.9859029163,1752635292031478.0,1752635290691706.0,No Label,0
443,133903,2,3,142.0,172.0,107.0,35.0,71.0,50.91168824543142,126.0,22.0,57.33333333333333,59.47548514584251,2344.981068385324,37.34046287237777,33475.75,42195.847484280566,87959.0,0.0,45944.0,45944.0,0.0,45944.0,45944.0,88218.0,44109.0,62379.54602271485,88218.0,0.0,0,0,0,0,16,24,14.936185148951107,22.40427772342666,22.0,126.0,70.16666666666667,47.99756938290383,2303.766666666667,0,0,0,0,0,0,0,0,1.0,84.2,71.0,57.333333333333336,0,0,0,0,5,2344,0,28,0,34,0,0,1,8,0,0,0,0,1752635291770288.8,67900.4907591494,1752635291844070.0,1752635291710426.0,No Label,0
53,24962,1,1,56.0,170.0,56.0,56.0,56.0,0.0,170.0,170.0,170.0,0.0,9053.761717811072,80.12178511337233,24962.0,0.0,24962.0,24962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,40.06089255668616,40.06089255668616,56.0,170.0,94.0,65.81793068761733,4332.0,0,0,0,0,0,0,0,0,1.0,141.0,56.0,170.0,0,0,0,0,0,0,0,28,0,85,0,0,0,8,0,0,0,0,0.0,0.0,0.0,0.0,No Label,0
51054,89680,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.45227475468332,44840.0,63392.12293337398,89665.0,15.0,89680.0,89680.0,0.0,89680.0,89680.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,22.30151650312221,11.150758251561106,0.0,0.0,0.0,0.0,0.0,1,0,1,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,85,252,0,20,0,0,0,0,1752635292255413.0,0.0,1752635292255413.0,1752635292255413.0,No Label,0
3478,4779949,263,106,58176.0,7796.0,1177.0,64.0,221.20152091254752,187.4033523879112,305.0,64.0,73.54716981132073,32.74930230459202,13801.82089808908,77.19747637474792,12988.991847826092,9920.50113535098,40203.0,0.0,4779949.0,18244.08015267175,11477.392455762298,47003.0,34.0,4707872.0,44836.87619047621,18513.81008333594,74466.0,0.0,0,0,0,0,2104,848,55.021507551649606,22.17596882309832,64.0,1177.0,178.69459459459463,172.36067378529643,29708.201867721367,0,0,0,0,0,0,0,0,0.0,179.1788617886179,221.20152091254752,73.54716981132076,0,0,0,0,369,13801,0,157,0,21,0,0,262,8,0,0,0,0,1752635292888387.2,1289004.5878820869,1752635295202641.0,1752635290467051.0,No Label,0
53375,4784078,289,134,198894.0,12057.0,1207.0,49.0,688.2145328719722,466.5485218712889,203.0,44.0,89.97761194029847,54.09688696419322,44094.38976538426,88.41829083890354,11336.677725118485,14638.104307922586,81625.0,0.0,4784078.0,16611.381944444453,22296.04519751045,111158.0,0.0,4717989.0,35473.6015037594,31898.23462055822,139884.0,56.0,0,0,0,0,2312,1072,60.40871407196956,28.009576766933986,44.0,1207.0,500.26886792452814,477.0937613194793,227618.4570899683,0,0,0,0,0,0,0,0,0.0,501.451536643026,688.2145328719723,89.9776119402985,0,0,0,0,423,44094,0,470,0,28,0,0,288,8,0,0,0,0,1752635293063451.5,1355542.4168586791,1752635295219141.0,1752635290439969.0,No Label,0
