Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Fwd Header Length.1
80,321361,4,3,653.0,866.0,653.0,0.0,163.25,326.5,866.0,0.0,288.6666666666667,499.9853331182159,4726.77145017597,21.78235691325332,53560.16666666667,66448.3572871946,158601.0,58.0,321361.0,107120.33333333334,101770.38213710969,207101.0,3650.0,205580.0,102790.0,78928.67312960481,158601.0,46979.0,0,0,0,0,92,72,12.44706109328761,9.335295819965708,0.0,866.0,189.875,356.15904854031555,126849.26785714286,1,2,0,2,6,0,0,0,0.0,217.0,163.25,288.6666666666667,0,0,0,0,0,0,0,93,0,123,65535,49149,1,20,0,0,0,0,1752695622392234.5,112551.9429479689,1752695622529845.0,1752695622257042.0,No Label,0
49975,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,49149,0,0,20,0,0,0,0,0.0,0.0,0.0,0.0,No Label,0
443,365210,14,20,4517.0,9762.0,1440.0,0.0,322.6428571428572,507.8135040987537,1452.0,0.0,488.0999999999999,656.7557344529563,39098.05317488568,93.09712220366364,11066.969696969698,28272.08661436759,107964.0,0.0,365210.0,28093.07692307692,50475.99234035513,157974.0,0.0,254700.0,13405.263157894737,28932.91287106568,107112.0,0.0,0,0,0,0,292,412,38.33410914268503,54.763013060978615,0.0,1452.0,407.9714285714284,592.7103491446671,351305.5579831932,1,2,0,12,33,0,0,0,1.0,419.9705882352941,322.6428571428572,488.1,0,0,0,0,20,56716,0,132,0,287,65535,49150,8,20,0,0,0,0,1752695622452656.5,80293.33478687459,1752695622622345.0,1752695622259641.0,No Label,0
443,365714,14,17,2843.0,7401.0,1440.0,0.0,203.07142857142856,413.97853238389695,1452.0,0.0,435.3529411764706,624.9243895440942,28010.959383562014,84.76569122319627,12190.466666666667,28828.879023900885,107872.0,0.0,365714.0,28131.84615384616,48071.38114971345,149760.0,0.0,255237.0,15952.3125,30950.216849469198,107381.0,0.0,0,0,0,0,292,352,38.28127990724993,46.484411315946346,0.0,1452.0,320.12499999999994,538.7088357150079,290207.20967741933,1,2,0,11,30,0,0,0,1.0,330.4516129032258,203.07142857142856,435.3529411764706,0,0,0,0,16,40425,0,91,0,238,65535,49148,6,20,0,0,0,0,1752695622449030.8,82993.24828366257,1752695622622517.0,1752695622259592.0,No Label,0
443,264150,15,15,2601.0,5593.0,1384.0,0.0,173.40000000000003,368.3439386536137,1452.0,0.0,372.8666666666666,545.8305423411014,31020.25364376301,113.57183418512209,9108.620689655172,32550.70110328303,171873.0,0.0,264150.0,18867.85714285714,60350.20418913534,228126.0,0.0,257641.0,18402.92857142857,45952.5427729761,171873.0,0.0,0,0,0,0,312,312,56.78591709256104,56.78591709256104,0.0,1452.0,264.3225806451613,463.3613699260923,214703.759139785,1,2,0,14,29,0,0,0,1.0,273.1333333333333,173.4,372.8666666666667,0,0,0,0,16,31887,0,86,0,186,65535,501,7,20,0,0,0,0,1752695622415244.2,57608.24714162524,1752695622625433.0,1752695622370990.0,No Label,0
49979,3555,2,1,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0.0,0.0,0.0,0.0,6751.054852320675,843.8818565400844,1777.5,2467.0955595598643,3522.0,33.0,3555.0,3555.0,0.0,3555.0,3555.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,20,562.5879043600563,281.29395218002816,0.0,24.0,12.0,13.856406460551018,192.0,1,0,1,1,3,0,0,0,0.0,16.0,12.0,0.0,0,0,0,0,0,0,0,8,0,0,501,0,0,20,0,0,0,0,0.0,0.0,0.0,0.0,No Label,0
49977,1344,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1488.095238095238,1344.0,0.0,1344.0,1344.0,1344.0,1344.0,0.0,1344.0,1344.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,1488.095238095238,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,49148,0,0,20,0,0,0,0,0.0,0.0,0.0,0.0,No Label,0
49978,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,49150,0,0,20,0,0,0,0,0.0,0.0,0.0,0.0,No Label,0
443,440534,14,24,2668.0,16633.0,1440.0,0.0,190.57142857142856,397.0322045232243,1452.0,0.0,693.0416666666666,692.4011453012573,43812.73636087112,86.25894936599673,11906.324324324329,30963.7926743605,128061.0,0.0,440534.0,33887.230769230766,50305.15388299998,128290.0,0.0,324846.0,14123.739130434782,34002.19428376163,132389.0,0.0,0,0,0,0,292,492,31.779612924314584,54.47933644168214,0.0,1452.0,494.8974358974358,639.8948431237825,409465.4102564102,1,2,0,12,37,0,0,0,1.0,507.92105263157896,190.57142857142856,693.0416666666666,0,0,0,0,23,59894,0,70,0,437,65535,16382,6,20,0,0,0,0,1752695622539254.2,126230.21385848914,1752695622692562.0,1752695622256313.0,No Label,0
49974,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,16382,0,0,20,0,0,0,0,0.0,0.0,0.0,0.0,No Label,0
443,1148587,19,65,5137.0,58537.0,1440.0,0.0,270.3684210526316,494.15002338767033,1452.0,0.0,900.5692307692308,630.8117035125946,55436.81062035353,73.13333687391551,13838.39759036145,63125.37599867537,524369.0,0.0,1148587.0,63810.38888888888,128785.57880315404,527293.0,0.0,1039284.0,16238.812499999998,70975.2307928003,524396.0,0.0,0,0,0,0,392,1312,16.542064292909462,56.59127258100605,0.0,1452.0,749.1058823529413,657.0981484913045,431777.9767507005,1,2,0,34,83,0,0,0,3.0,758.0238095238095,270.3684210526316,900.5692307692308,0,0,0,0,65,61395,0,61,0,696,65535,16381,8,20,0,0,0,0,1752695622937854.8,365322.74913000857,1752695623407255.0,1752695622258933.0,No Label,0
49976,0,3,0,35.0,0.0,35.0,0.0,11.666666666666668,20.207259421636905,0.0,0.0,0.0,0.0,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,0.0,0.0,0.0,35.0,8.75,17.5,306.25,1,0,0,1,3,0,0,0,0.0,11.666666666666666,11.666666666666666,0.0,0,0,0,0,0,0,1,11,0,0,16381,0,1,20,0,0,0,0,0.0,0.0,0.0,0.0,No Label,0
443,1249125,9,13,2362.0,6679.0,1440.0,0.0,262.44444444444446,482.13486471917565,1452.0,0.0,513.7692307692308,663.8949658199145,7237.866506554588,17.612328630041027,59482.142857142855,229203.3811114674,1056627.0,0.0,1249125.0,156140.625,364587.57068420574,1056627.0,0.0,145321.0,12110.083333333334,20952.37880813768,47764.0,0.0,0,0,0,0,192,272,7.20504353047133,10.407285099569698,0.0,1452.0,393.0869565217391,589.5364059267616,347553.1739130435,1,2,0,7,21,0,0,0,1.0,410.95454545454544,262.44444444444446,513.7692307692307,0,0,0,0,12,62344,0,107,0,303,65535,49149,4,20,0,0,0,0,1752695623228053.5,53687.23817299384,1752695623303022.0,1752695623110600.0,No Label,0
443,1266923,9,14,2424.0,7930.0,1440.0,0.0,269.3333333333333,484.917518759634,1452.0,0.0,566.4285714285714,694.847378293161,8172.556658928759,18.154220895823972,57587.40909090909,227685.49089617943,1073696.0,0.0,1266923.0,158365.375,370582.5175500005,1073696.0,0.0,147888.0,11376.0,21243.046717298657,54393.0,0.0,0,0,0,0,192,292,7.103825567931121,11.050395327892856,0.0,1452.0,431.4166666666666,619.7994708435714,384151.3840579711,1,2,0,7,22,0,0,0,1.0,450.1739130434783,269.3333333333333,566.4285714285714,0,0,0,0,13,70329,0,105,0,344,65535,49149,4,20,0,0,0,0,1752695623209359.5,52632.35795438378,1752695623285995.0,1752695623092893.0,No Label,0
443,1243282,8,9,1908.0,6498.0,1440.0,0.0,238.5,502.5386978702664,1452.0,0.0,722.0,713.6107132043352,6761.1370549883295,13.67348678739015,77705.125,201525.21008147672,800769.0,0.0,1243282.0,177611.7142857143,284344.1648998119,800769.0,0.0,314590.0,39323.75,72961.95641516593,166000.0,0.0,0,0,0,0,172,192,6.434582017595365,7.238904769794785,0.0,1452.0,467.00000000000006,644.5586725449757,415455.8823529412,1,2,0,5,16,0,0,0,1.0,494.4705882352941,238.5,722.0,0,0,0,0,10,26764,0,112,0,382,65535,2052,3,20,0,0,0,0,1752695623365253.8,119508.19547714766,1752695623558944.0,1752695623116517.0,No Label,0
443,1247698,9,10,1894.0,5874.0,1440.0,0.0,210.44444444444449,478.4368064622305,1440.0,0.0,587.4000000000001,709.4807490928372,6225.865554004255,15.228043965767355,69316.55555555556,287020.74631189625,1219322.0,0.0,1247698.0,155962.25,429679.8010049377,1219322.0,0.0,19516.0,2168.4444444444443,3839.1376672083247,9978.0,0.0,0,0,0,0,192,212,7.213283983784538,8.01475998198282,0.0,1440.0,388.4,615.3030404434447,378597.8315789473,1,2,0,6,18,0,0,0,1.0,408.8421052631579,210.44444444444449,587.4,0,0,0,0,9,406722,0,99,0,309,65535,140,3,20,0,0,0,0,1752695623130218.5,7750.682947265668,1752695623140396.0,1752695623112101.0,No Label,0
443,1248035,8,8,1833.0,4604.0,1384.0,0.0,229.125,483.7400238912278,1452.0,0.0,575.5,657.5908410901981,5157.707916845281,12.820153280957664,83202.33333333333,314335.8969352613,1219408.0,0.0,1248035.0,178290.71428571426,459107.5344432624,1219408.0,0.0,20995.0,2999.285714285714,4200.748215666891,9456.0,0.0,0,0,0,0,172,172,6.410076640478833,6.410076640478833,0.0,1452.0,378.6470588235293,575.3937718180991,331077.99264705874,1,2,0,6,15,0,0,0,1.0,402.3125,229.125,575.5,0,0,0,0,8,317578,0,114,0,287,65535,501,3,20,0,0,0,0,1752695623128963.0,8583.853382956358,1752695623140352.0,1752695623111871.0,No Label,0
443,1345076,8,8,1866.0,4619.0,1384.0,0.0,233.25,485.2415451533979,1452.0,0.0,577.3749999999999,656.4332057196898,4821.288908582117,11.895238633356032,89671.73333333332,339412.87724402366,1316542.0,0.0,1345076.0,192153.71428571423,495830.47121360415,1316542.0,0.0,22979.0,3282.7142857142853,3642.133244601105,8299.0,0.0,0,0,0,0,172,172,5.947619316678017,5.947619316678017,0.0,1452.0,381.4705882352941,575.154883232232,330803.1397058824,1,2,0,6,15,0,0,0,1.0,405.3125,233.25,577.375,0,0,0,0,8,289728,0,116,0,288,65535,501,3,20,0,0,0,0,1752695623031272.2,9170.27831396002,1752695623043242.0,1752695623014781.0,No Label,0
443,661356,13,15,2836.0,7058.0,1440.0,0.0,218.15384615384613,418.1078102901703,1452.0,0.0,470.53333333333336,635.1223579152363,14960.172736015094,42.33725860202372,24494.666666666664,51633.56062157189,205970.0,0.0,661356.0,55113.0,73019.55082529112,208665.0,0.0,569190.0,40656.42857142857,74387.50401958475,245666.0,0.0,0,0,0,0,272,312,19.656584350939585,22.68067425108413,0.0,1452.0,341.17241379310343,544.7556509223402,296758.71921182267,1,2,0,10,27,0,0,0,1.0,353.35714285714283,218.15384615384616,470.53333333333336,0,0,0,0,15,17418,0,101,0,252,65535,16382,6,20,0,0,0,0,1752695623936886.2,120770.43020240367,1752695624317440.0,1752695623698580.0,No Label,0
443,1296279,12,15,3220.0,5203.0,1384.0,0.0,268.3333333333333,509.42897325130497,1452.0,0.0,346.8666666666668,542.2226567783844,6497.829556754372,20.82884934493269,49856.88461538462,167878.12500890685,800479.0,0.0,1296279.0,117843.54545454546,263171.150842703,847420.0,0.0,489341.0,34952.92857142857,99832.61654579188,377968.0,0.0,0,0,0,0,252,312,9.25726637552564,11.57158296940705,0.0,1452.0,300.8214285714285,513.0061766700156,263175.3373015873,1,2,0,13,26,0,0,0,1.0,311.962962962963,268.3333333333333,346.8666666666667,0,0,0,0,15,19069,0,119,0,192,65535,567,6,20,0,0,0,0,1752695623254803.0,203030.25579280136,1752695623559449.0,1752695623064043.0,No Label,0
443,1296729,90,466,4893.0,636061.0,1384.0,0.0,54.36666666666665,227.2334566480577,1452.0,0.0,1364.9377682403438,305.7041552342421,494285.2361595985,428.77116190044336,2336.44864864865,21271.434764428574,281728.0,0.0,1296729.0,14569.988764044943,54951.69379523967,335375.0,0.0,1041108.0,2238.9419354838706,20972.613770774664,281728.0,0.0,0,0,0,0,1824,9344,69.40540390474803,359.36575799569533,0.0,1452.0,1150.7253141831245,567.3043239697105,321834.19599473017,1,2,0,73,555,0,0,0,5.0,1152.794964028777,54.36666666666667,1364.9377682403433,0,0,0,0,471,616352,0,8,0,1143,65535,491,10,20,0,0,0,0,1752695623381911.0,349291.05319119827,1752695624111314.0,1752695623063702.0,No Label,0
443,1247803,61,382,2606.0,532238.0,1384.0,0.0,42.72131147540986,197.7561740416331,1452.0,0.0,1393.2931937172784,265.0394372789318,428628.5575527547,355.0239901651142,2823.083710407239,38773.72611467855,759590.0,0.0,1247803.0,20796.716666666667,104267.10818351232,759590.0,0.0,479605.0,1258.805774278214,16430.894917136036,315384.0,0.0,0,0,0,0,1256,7652,48.88592189632498,306.1380682687892,0.0,1452.0,1204.6036036036037,534.3928523277971,285575.72061903874,1,2,0,52,442,0,0,0,6.0,1207.3227990970654,42.72131147540984,1393.2931937172775,0,0,0,0,383,1116402,0,5,0,1201,65535,567,6,20,0,0,0,0,1752695623553408.5,83574.56446081228,1752695623600663.0,1752695623112540.0,No Label,0
49994,0,2,0,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0.0,0.0,0.0,0.0,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,0,0.0,0.0,0.0,24.0,16.0,13.856406460551018,192.0,1,0,0,1,2,0,0,0,0.0,24.0,12.0,0.0,0,0,0,0,0,0,1,12,0,0,567,0,0,20,0,0,0,0,0.0,0.0,0.0,0.0,No Label,0
49999,0,2,0,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0.0,0.0,0.0,0.0,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,0,0.0,0.0,0.0,24.0,16.0,13.856406460551018,192.0,1,0,0,1,2,0,0,0,0.0,24.0,12.0,0.0,0,0,0,0,0,0,1,12,0,0,567,0,0,20,0,0,0,0,0.0,0.0,0.0,0.0,No Label,0
49993,0,2,0,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0.0,0.0,0.0,0.0,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,0,0.0,0.0,0.0,24.0,16.0,13.856406460551018,192.0,1,0,0,1,2,0,0,0,0.0,24.0,12.0,0.0,0,0,0,0,0,0,1,12,0,0,491,0,0,20,0,0,0,0,0.0,0.0,0.0,0.0,No Label,0
49997,0,2,0,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0.0,0.0,0.0,0.0,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,0,0.0,0.0,0.0,24.0,16.0,13.856406460551018,192.0,1,0,0,1,2,0,0,0,0.0,24.0,12.0,0.0,0,0,0,0,0,0,1,12,0,0,501,0,0,20,0,0,0,0,0.0,0.0,0.0,0.0,No Label,0
49992,0,2,0,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0.0,0.0,0.0,0.0,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,0,0.0,0.0,0.0,24.0,16.0,13.856406460551018,192.0,1,0,0,1,2,0,0,0,0.0,24.0,12.0,0.0,0,0,0,0,0,0,1,12,0,0,501,0,0,20,0,0,0,0,0.0,0.0,0.0,0.0,No Label,0
443,567,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3527.336860670194,567.0,0.0,567.0,567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,1763.668430335097,1763.668430335097,0.0,0.0,0.0,0.0,0.0,1,0,1,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,501,0,20,0,0,0,0,0.0,0.0,0.0,0.0,No Label,0
443,638,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3134.796238244514,638.0,0.0,638.0,638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,1567.398119122257,1567.398119122257,0.0,0.0,0.0,0.0,0.0,1,0,1,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,501,0,20,0,0,0,0,0.0,0.0,0.0,0.0,No Label,0
50001,0,3,0,42.0,0.0,42.0,0.0,14.0,24.24871130596428,0.0,0.0,0.0,0.0,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,0.0,0.0,0.0,42.0,10.5,21.0,441.0,1,0,0,1,3,0,0,0,0.0,14.0,14.0,0.0,0,0,0,0,0,0,1,14,0,0,16382,0,1,20,0,0,0,0,0.0,0.0,0.0,0.0,No Label,0
443,86204,6,5,2203.0,551.0,1384.0,0.0,367.1666666666667,576.0397266392888,287.0,0.0,110.2,151.11651134141496,31947.47343510742,127.60428750406014,8620.4,13441.31517374695,41613.0,0.0,86204.0,17240.8,24170.97353645484,58529.0,0.0,27528.0,6882.0,9315.294126685783,19717.0,0.0,0,0,0,0,132,112,69.60233863857826,58.00194886548188,0.0,1384.0,229.5,425.120196906924,180727.18181818185,0,2,0,4,10,0,0,0,0.0,250.3636363636364,367.1666666666667,110.2,0,0,0,0,5,102234,0,200,0,50,65535,501,3,20,0,0,0,0,1752695624424293.0,24206.219815603887,1752695624481524.0,1752695624395488.0,No Label,0
443,130606,9,11,3491.0,4528.0,1250.0,31.0,387.8888888888889,533.9198077531037,1250.0,22.0,411.6363636363636,504.0286247282535,61398.40436120852,153.13232163912838,6874.0,15894.142121479152,62301.0,0.0,130606.0,16325.75,24352.52403316162,63960.0,132.0,41587.0,4158.7,12656.436360383774,40160.0,0.0,0,0,0,0,72,88,68.90954473760776,84.2227769015206,22.0,1250.0,441.3809523809524,524.8981307063758,275518.04761904763,0,0,0,0,0,0,0,0,1.0,463.45,387.8888888888889,411.6363636363636,0,0,0,0,20,61398,0,174,0,226,0,0,8,8,0,0,0,0,1752695622057277.5,32663.696765822944,1752695622127105.0,1752695621996797.0,No Label,0
443,2475037,19,20,15097.0,21252.0,1440.0,0.0,794.578947368421,658.9002045318879,1452.0,0.0,1062.6,630.5974944447529,14686.24509451778,15.757340193298122,65132.55263157895,237436.67957637444,1406978.0,0.0,2475037.0,137502.05555555553,338121.8026017308,1406978.0,0.0,929386.0,48915.05263157896,126773.4454614362,527781.0,0.0,0,0,0,0,392,412,7.6766529146837,8.080687278614421,0.0,1452.0,908.725,658.6113981081323,433768.9737179488,0,2,0,9,38,0,0,0,1.0,932.025641025641,794.578947368421,1062.6,0,0,0,0,15,39490,0,387,0,544,65535,16386,14,20,0,0,0,0,1752695623448404.0,665911.2423514031,1752695624909842.0,1752695622435040.0,No Label,0
443,97206,14,22,4842.0,17354.0,1250.0,31.0,345.8571428571428,524.1332562714089,1452.0,21.0,788.8181818181818,567.2693688156772,228339.81441474805,370.3475094129992,2777.314285714285,8029.08297368506,43226.0,0.0,97206.0,7477.384615384615,13918.773506422069,46199.0,24.0,42801.0,2038.142857142857,4679.689586775114,15151.0,0.0,0,0,0,0,112,176,144.02403143838856,226.32347797461065,21.0,1452.0,633.6756756756756,586.8494059170762,344392.2252252252,0,0,0,0,0,0,0,0,1.0,651.2777777777778,345.85714285714283,788.8181818181819,0,0,0,0,36,228339,0,134,0,482,0,0,13,8,0,0,0,0,1752695624428410.8,16169.0875905077,1752695624454428.0,1752695624368425.0,No Label,0
53,17419,1,1,32.0,302.0,32.0,32.0,32.0,0.0,302.0,302.0,302.0,0.0,19174.464665020954,114.8171536827602,17419.0,0.0,17419.0,17419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,57.4085768413801,57.4085768413801,32.0,302.0,122.0,155.88457268119896,24300.0,0,0,0,0,0,0,0,0,1.0,183.0,32.0,302.0,0,0,0,0,0,0,0,16,0,151,0,0,0,8,0,0,0,0,0.0,0.0,0.0,0.0,No Label,0
443,1196536,12,20,7864.0,21316.0,1440.0,0.0,655.3333333333334,666.2297356063151,1452.0,0.0,1065.8,631.8824507603828,24387.063991388477,26.74386729693047,38597.93548387098,127037.77196328538,683707.0,0.0,1196536.0,108776.0,231719.2112277271,783285.0,0.0,1025330.0,53964.73684210526,158300.80822277078,683707.0,0.0,0,0,0,0,252,412,10.028950236348926,16.714917060581545,0.0,1452.0,884.2424242424244,674.0422849450466,454333.00189393945,0,2,0,7,31,0,0,0,1.0,911.875,655.3333333333334,1065.8,0,0,0,0,24,28591,0,245,0,666,65535,16386,8,20,0,0,0,0,1752695623394846.8,434789.79689212405,1752695623904037.0,1752695622707602.0,No Label,0
