Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Fwd Header Length.1
0,1780778,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6846569308470791,890389.0,805622.3121550197,1460050.0,320728.0,1780778.0,890389.0,805622.3121550197,1460050.0,320728.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.6846569308470791,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1753304879669338.0,0.0,1753304879669338.0,1753304879669338.0,No Label,0
0,800358,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.99329050250013,72759.81818181818,241153.5089899453,799865.0,27.0,800358.0,72759.81818181818,241153.5089899453,799865.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,14.99329050250013,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1753304884329472.2,386452.8327798096,1753304884569641.0,1753304883769351.0,No Label,0
0,119,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16806.72268907563,119.0,0.0,119.0,119.0,119.0,119.0,0.0,119.0,119.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,16806.72268907563,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,No Label,0
0,2519891,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7936851236819371,2519891.0,0.0,2519891.0,2519891.0,2519891.0,2519891.0,0.0,2519891.0,2519891.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.7936851236819371,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,No Label,0
0,1700171,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.176352261037272,1700171.0,0.0,1700171.0,1700171.0,1700171.0,1700171.0,0.0,1700171.0,1700171.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.176352261037272,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,No Label,0
0,1170566,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7085751679102246,1170566.0,0.0,1170566.0,1170566.0,1170566.0,1170566.0,0.0,1170566.0,1170566.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.7085751679102246,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,No Label,0
0,1880110,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.127535091031908,626703.3333333334,801358.6445969953,1541122.0,46797.0,1880110.0,626703.3333333334,801358.6445969953,1541122.0,46797.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2.127535091031908,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1753304879168951.0,1263257.578298266,1753304880062209.0,1753304878275693.0,No Label,0
0,4860471,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6172241332167191,2430235.5,3380026.275507411,4820275.0,40196.0,4860471.0,2430235.5,3380026.275507411,4820275.0,40196.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.6172241332167191,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1753304884029082.0,0.0,1753304884029082.0,1753304884029082.0,No Label,0
0,2464902,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8113912845216564,2464902.0,0.0,2464902.0,2464902.0,2464902.0,2464902.0,0.0,2464902.0,2464902.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.8113912845216564,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,No Label,0
0,6312774,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.484997245268086,300608.28571428574,322289.4233328396,1093746.0,62186.0,6312774.0,300608.28571428574,322289.4233328396,1093746.0,62186.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.484997245268086,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1753304880848096.2,2158072.8202951,1753304884029220.0,1753304878278461.0,No Label,0
