Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.1.2-20.42.65.85-58345-443-6,192.168.1.2,58345,20.42.65.85,443,6,14/07/2025 20:52:12,594834,8,9,3191.0,5157.0,1440.0,0.0,398.875,520.20008169934,1452.0,0.0,573.0,673.0417891929148,14034.167515643021,28.579401984419185,37177.12499999999,66808.82874478493,183858.0,0.0,458818.0,65545.42857142858,82993.54222439467,184416.0,0.0,461796.0,57724.5,80331.63803882005,184150.0,0.0,0,0,0,0,172,192,13.449130345609028,15.130271638810155,0.0,1452.0,463.77777777777777,587.8321644778986,345546.6535947712,1,2,0,7,16,0,0,0,1.0,491.05882352941177,398.875,573.0,0,0,0,0,11,18088,0,187,0,303,65535,16386,4,20,0,0,0,0,1.752544332604033E15,166218.1598074866,1.752544332839623E15,1.75254433224564E15,No Label
192.168.1.2-20.42.65.85-58345-443-6,192.168.1.2,58345,20.42.65.85,443,6,14/07/2025 20:52:12,3151,3,0,24.0,0.0,24.0,0.0,8.0,13.856406460551018,0,0,0,0,7616.629641383687,952.0787051729609,1575.5,1421.991736966147,2581.0,570.0,3151.0,1575.5,1421.991736966147,2581.0,570.0,0,0,0,0,0,0,0,0,0,60,0,952.0787051729609,0.0,0.0,24.0,6.0,12.0,144.0,1,0,0,1,3,0,0,0,0.0,8.0,8.0,0.0,0,0,0,0,0,0,1,8,0,0,253,0,1,20,0,0,0,0,0,0,0,0,No Label
108.177.123.139-192.168.1.2-443-55171-17,108.177.123.139,443,192.168.1.2,55171,17,14/07/2025 20:52:12,101479,4,2,1533.0,67.0,1250.0,24.0,383.25,585.8608338732558,36.0,31.0,33.5,3.5355339059327378,15766.80889642192,59.1255333615822,20295.8,32882.32533139954,75733.0,0.0,101479.0,33826.333333333336,58588.92796709404,101479.0,0.0,25476.0,25476.0,0.0,25476.0,25476.0,0,0,0,0,32,16,39.4170222410548,19.7085111205274,24.0,1250.0,232.5714285714286,454.9057987257205,206939.2857142857,0,0,0,0,0,0,0,0,0.0,271.3333333333333,383.25,33.5,0,0,0,0,6,15766,0,255,0,11,0,0,3,8,0,0,0,0,1.7525443322971102E15,35764.69737394684,1.752544332347676E15,1.752544332271673E15,No Label
192.168.1.2-142.251.0.94-64178-443-17,192.168.1.2,64178,142.251.0.94,443,17,14/07/2025 20:52:12,329643,9,12,4571.0,4597.0,1250.0,31.0,507.8888888888889,580.8320420836915,1250.0,21.0,383.08333333333337,495.08758790437247,27811.905606974815,63.705281167808806,16482.15,32901.820071676084,116544.0,0.0,248890.0,31111.25,41600.35240149501,117123.0,130.0,284680.0,25880.0,41445.89836642463,116874.0,0.0,0,0,0,0,72,96,27.302263357632345,36.403017810176465,21.0,1250.0,473.5454545454545,539.2611106454325,290802.5454545454,0,0,0,0,0,0,0,0,1.0,496.0952380952381,507.8888888888889,383.0833333333333,0,0,0,0,21,27811,0,217,0,218,0,0,8,8,0,0,0,0,1.7525443324449038E15,87108.75243602952,1.752544332674071E15,1.752544332348212E15,No Label
192.168.1.2-3.233.158.20-58344-443-6,192.168.1.2,58344,3.233.158.20,443,6,14/07/2025 20:52:12,320421,8,8,2842.0,3927.0,1452.0,0.0,355.25,530.9615939837026,1452.0,0.0,490.87499999999994,619.368212086201,21125.331985107092,49.934305179747895,21361.399999999998,42704.97573016856,112764.0,0.0,320421.0,45774.42857142857,55881.75687364987,113039.0,0.0,207614.0,29659.142857142855,49042.50731229176,102546.0,0.0,0,0,0,0,172,172,24.967152589873947,24.967152589873947,0.0,1452.0,398.17647058823525,553.4432260058521,306299.40441176476,0,2,0,7,15,0,0,0,1.0,423.0625,355.25,490.875,0,0,0,0,9,32904,0,177,0,245,65535,82,4,20,0,0,0,0,1.7525443324212048E15,83517.15878085786,1.752544332545627E15,1.752544332228678E15,No Label
192.168.1.2-74.125.250.254-61860-3478-17,192.168.1.2,61860,74.125.250.254,3478,17,14/07/2025 20:52:12,1959099,488,178,423016.0,121225.0,1214.0,44.0,866.8360655737702,477.8884185945377,1201.0,40.0,681.0393258426968,491.5473592181585,277801.68332483456,339.95219230881133,2946.0135338345854,5518.572478742109,21795.0,0.0,1959099.0,4022.790554414786,7260.544409951764,40555.0,22.0,1954305.0,11041.271186440676,14527.009803642695,71441.0,0.0,0,0,0,0,3904,1424,249.09409886891882,90.85809343989253,40.0,1214.0,816.2218890554718,488.4481326803786,238581.5783189487,0,0,0,0,0,0,0,0,0.0,817.4474474474474,866.8360655737705,681.0393258426966,0,0,0,0,666,277801,0,635,0,182,0,0,487,8,0,0,0,0,1.7525443331819122E15,576402.5684524899,1.752544334178284E15,1.752544332219235E15,No Label
192.168.1.2-192.168.1.1-62411-53-17,192.168.1.2,62411,192.168.1.1,53,17,14/07/2025 20:52:12,3827,1,1,35.0,158.0,35.0,35.0,35.0,0.0,158.0,158.0,158.0,0.0,50431.14711262085,522.6025607525477,3827.0,0.0,3827.0,3827.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,261.30128037627384,261.30128037627384,35.0,158.0,76.0,71.01408311032397,5043.0,0,0,0,0,0,0,0,0,1.0,114.0,35.0,158.0,0,0,0,0,0,0,0,17,0,79,0,0,0,8,0,0,0,0,0,0,0,0,No Label
192.168.1.2-192.168.1.1-55759-53-17,192.168.1.2,55759,192.168.1.1,53,17,14/07/2025 20:52:12,32764,1,1,38.0,84.0,38.0,38.0,38.0,0.0,84.0,84.0,84.0,0.0,3723.599072152362,61.04260774020266,32764.0,0.0,32764.0,32764.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,30.52130387010133,30.52130387010133,38.0,84.0,53.333333333333336,26.558112382722786,705.3333333333334,0,0,0,0,0,0,0,0,1.0,80.0,38.0,84.0,0,0,0,0,0,0,0,19,0,42,0,0,0,8,0,0,0,0,0,0,0,0,No Label
140.82.114.21-192.168.1.2-443-58137-6,140.82.114.21,443,192.168.1.2,58137,6,14/07/2025 20:52:13,425350,17,10,18989.0,35.0,1436.0,0.0,1117.0,547.5557049287315,35.0,0.0,3.5,11.067971810589327,44725.52015986834,63.47713647584342,16359.615384615387,23075.724004376414,82274.0,0.0,375974.0,23498.375,29726.549298284408,91106.0,0.0,425268.0,47252.0,28129.33613685186,83567.0,8750.0,1,0,0,0,340,236,39.96708592923475,23.510050546608674,0.0,1436.0,687.7857142857141,689.0248803303737,474755.2857142858,0,0,0,9,27,0,0,0,0.0,713.2592592592592,1117.0,3.5,0,0,0,0,17,50599,0,703,0,1,1939,251,15,20,0,0,0,0,1.7525443336851895E15,114086.26694107996,1.752544333906176E15,1.752544333515017E15,No Label
