Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.1.2-52.168.117.174-56717-443-6,192.168.1.2,56717,52.168.117.174,443,6,14/07/2025 18:55:44,1417587,9,10,5230.0,5158.0,1440.0,0.0,581.1111111111111,662.8596089000379,1452.0,0.0,515.8,659.9053467480519,7327.945304238823,13.403057449031348,78754.83333333334,150731.12185269035,583201.0,0.0,834386.0,104298.25000000001,118588.84119119906,285207.0,0.0,1284966.0,142774.0,209589.1830021292,629285.0,0.0,0,0,0,0,192,212,6.34881668638327,7.054240762648078,0.0,1452.0,519.4000000000001,638.1931237156153,407290.46315789473,1,2,0,7,18,0,0,0,1.0,546.7368421052631,581.1111111111111,515.8,0,0,0,0,12,8086,0,275,0,271,65535,16386,5,20,0,0,0,0,1.7525373445715715E15,245993.9142602736,1.752537344883382E15,1.752537344049732E15,No Label
192.168.1.2-52.168.117.174-56717-443-6,192.168.1.2,56717,52.168.117.174,443,6,14/07/2025 18:55:45,2015,3,0,24.0,0.0,24.0,0.0,8.0,13.856406460551018,0,0,0,0,11910.669975186105,1488.8337468982631,1007.5,437.6990975544729,1317.0,698.0,2015.0,1007.5,437.6990975544729,1317.0,698.0,0,0,0,0,0,0,0,0,0,60,0,1488.8337468982631,0.0,0.0,24.0,6.0,12.0,144.0,1,0,0,1,3,0,0,0,0.0,8.0,8.0,0.0,0,0,0,0,0,0,1,8,0,0,253,0,1,20,0,0,0,0,0,0,0,0,No Label
192.168.1.2-52.168.117.174-56718-443-6,192.168.1.2,56718,52.168.117.174,443,6,14/07/2025 18:55:51,742095,8,9,3019.0,5157.0,1440.0,0.0,377.375,504.71885738498025,1452.0,0.0,573.0,673.0417891929148,11017.457333629793,22.90811823284081,46380.93750000001,65046.28322916819,140678.0,0.0,604576.0,86368.0,81871.04999123114,184987.0,0.0,606222.0,75777.75,82404.03946886168,186049.0,0.0,0,0,0,0,172,192,10.780290933101558,12.127827299739252,0.0,1452.0,454.22222222222223,583.4786709701771,340447.3594771242,1,2,0,7,16,0,0,0,1.0,480.94117647058823,377.375,573.0,0,0,0,0,11,13502,0,177,0,303,65535,16386,4,20,0,0,0,0,1.752537351647958E15,167368.7331049836,1.752537351901177E15,1.752537351296722E15,No Label
192.168.1.2-52.168.117.174-56718-443-6,192.168.1.2,56718,52.168.117.174,443,6,14/07/2025 18:55:52,752,3,0,24.0,0.0,24.0,0.0,8.0,13.856406460551018,0,0,0,0,31914.89361702128,3989.36170212766,376.0,237.58787847867995,544.0,208.0,752.0,376.0,237.58787847867995,544.0,208.0,0,0,0,0,0,0,0,0,0,60,0,3989.36170212766,0.0,0.0,24.0,6.0,12.0,144.0,1,0,0,1,3,0,0,0,0.0,8.0,8.0,0.0,0,0,0,0,0,0,1,8,0,0,253,0,1,20,0,0,0,0,0,0,0,0,No Label
192.168.1.2-52.168.117.174-56719-443-6,192.168.1.2,56719,52.168.117.174,443,6,14/07/2025 18:55:51,992808,10,9,5212.0,5158.0,1440.0,0.0,521.1999999999999,648.7464493587272,1452.0,0.0,573.1111111111111,673.021627521071,10445.121312479352,19.13763789171723,55156.0,95362.7763068021,332651.0,0.0,660157.0,73350.77777777778,88507.0514066221,198872.0,0.0,857138.0,107142.25,134974.2141889649,374322.0,0.0,0,0,0,0,212,192,10.072440995640648,9.065196896076582,0.0,1452.0,518.5,636.9032397798784,405645.73684210534,1,2,0,7,18,0,0,0,0.0,545.7894736842105,521.2,573.1111111111111,0,0,0,0,12,12104,0,274,0,271,65535,16380,5,20,0,0,0,0,1.7525373517053442E15,178391.00741566272,1.752537351954844E15,1.752537351296968E15,No Label
192.168.1.2-52.168.117.174-56719-443-6,192.168.1.2,56719,52.168.117.174,443,6,14/07/2025 18:55:52,599,3,0,24.0,0.0,24.0,0.0,8.0,13.856406460551018,0,0,0,0,40066.77796327212,5008.347245409015,299.5,328.8046532517446,532.0,67.0,599.0,299.5,328.8046532517446,532.0,67.0,0,0,0,0,0,0,0,0,0,60,0,5008.347245409015,0.0,0.0,24.0,6.0,12.0,144.0,1,0,0,1,3,0,0,0,0.0,8.0,8.0,0.0,0,0,0,0,0,0,1,8,0,0,253,0,1,20,0,0,0,0,0,0,0,0,No Label
64.233.190.138-192.168.1.2-443-58613-17,64.233.190.138,443,192.168.1.2,58613,17,14/07/2025 18:55:35,14426535,12,13,337.0,381.0,46.0,25.0,28.083333333333332,5.6802422056767545,33.0,29.0,29.307692307692307,1.109400392450458,49.76940062184024,1.732917848949869,601105.625,1420028.1218369927,6408730.0,26386.0,1.4426535E7,1311503.1818181819,1943307.6119399017,6460777.0,239594.0,1.4348102E7,1195675.1666666667,1896924.2988498672,6479589.0,109012.0,0,0,0,0,96,104,0.8318005674959372,0.901117281453932,25.0,46.0,29.384615384615383,5.161991267539479,26.646153846153833,0,0,0,0,0,0,0,0,1.0,30.56,28.083333333333332,29.307692307692307,0,0,0,0,19,181,0,13,0,15,0,0,11,8,0,0,0,0,1.7525373384521055E15,3354296.4438582915,1.752537350051192E15,1.752537335864132E15,No Label
192.168.1.2-172.217.192.101-65441-443-17,192.168.1.2,65441,172.217.192.101,443,17,14/07/2025 18:55:48,350113,14,12,6649.0,5620.0,1250.0,31.0,474.92857142857144,593.0725035823989,1250.0,22.0,468.3333333333333,535.0900235785875,35042.97184052006,74.26173835304601,14004.519999999999,30862.34381642673,138033.0,0.0,332047.0,25542.076923076922,42678.47949193586,138516.0,23.0,282455.0,25677.727272727272,52977.49479937856,170123.0,0.0,0,0,0,0,112,96,39.98708988240939,34.27464847063662,22.0,1250.0,500.7037037037036,565.1892000992517,319438.83190883195,0,0,0,0,0,0,0,0,0.0,519.9615384615385,474.92857142857144,468.3333333333333,0,0,0,0,26,35042,0,255,0,216,0,0,13,8,0,0,0,0,1.7525373482910372E15,113806.43569954214,1.752537348514734E15,1.752537348183793E15,No Label
172.64.148.235-192.168.1.2-443-55400-6,172.64.148.235,443,192.168.1.2,55400,6,14/07/2025 18:55:37,38301,2,1,24.0,28.0,24.0,0.0,12.0,16.97056274847714,28.0,28.0,28.0,0.0,1357.6669016474766,78.32693663350825,19150.5,26350.33420091669,37783.0,518.0,38301.0,38301.0,0.0,38301.0,38301.0,0,0,0,0,0,1,0,0,0,40,20,52.217957755672174,26.108978877836087,0.0,28.0,19.0,12.806248474865697,164.0,0,0,0,2,3,0,0,0,0.0,25.333333333333332,12.0,28.0,0,0,0,0,0,0,0,8,0,9,18,251,0,20,0,0,0,0,1.752537337969104E15,0.0,1.752537337969104E15,1.752537337969104E15,No Label
192.168.1.2-140.82.113.22-56681-443-6,192.168.1.2,56681,140.82.113.22,443,6,14/07/2025 18:55:41,467937,13,13,14904.0,511.0,1436.0,0.0,1146.4615384615386,564.9508260879312,463.0,0.0,39.30769230769231,127.9930887557245,32942.468751135304,55.563035194908714,18717.479999999996,56514.09253829231,265188.0,0.0,467937.0,38994.75,97611.71931049059,316349.0,0.0,317232.0,26436.0,91114.41320569531,315760.0,0.0,0,0,0,0,260,260,27.781517597454357,27.781517597454357,0.0,1436.0,624.1111111111111,698.3157944067631,487644.94871794863,0,0,0,3,26,0,0,0,1.0,648.1153846153846,1146.4615384615386,39.30769230769231,0,0,0,0,13,36986,0,573,0,19,253,123,10,20,0,0,0,0,1.7525373411442755E15,86042.1062884616,1.752537341434219E15,1.752537341068015E15,No Label
